,odd src,odd href,odd,silver,odd (2),odd href (2),dbclubcrest src,odd href (3),dbclubcrest src (2),odd href (4),dbnationflag src,swapHeader,swapHeader (2),swapHeader (3),swapHeader (4),swapHeader (5),swapHeader (6),odd (3),odd (4),even src,even href,even,even (2),even href (2),even href (3),even href (4),even (3),even (4),silverrare,bronze,bronzerare,gold,goldrare,legend,carniball,goldif
1499,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/111400.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/351.png,,https://static.wefut.com/assets/images/nation_flag/195.jpg,63,62,62,64,41,65,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/11674/andrew-redmayne,Andrew Redmayne,GK,https://wefut.com/club/111400/25,https://wefut.com/league/351/25,https://wefut.com/nation/195/25,2★,1★,,,,,,,,
1500,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16058/peter-urminsky,Peter Urminsky,,GK,https://wefut.com/club/100805/25,https://static.wefut.com/assets/images/fut25/clubbadges/100805.png,https://wefut.com/league/50/25,https://static.wefut.com/assets/images/fut25/leaguebadges/50.png,https://wefut.com/nation/43/25,https://static.wefut.com/assets/images/nation_flag/43.jpg,60,59,58,60,28,58,3★,1★,,,,,,,,,,,,59.0,,,,,
1501,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1478.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/83.png,,https://static.wefut.com/assets/images/nation_flag/167.jpg,58,61,55,57,20,60,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16057/an-chan-gi,An Chan Gi,GK,https://wefut.com/club/1478/25,https://wefut.com/league/83/25,https://wefut.com/nation/167/25,3★,1★,,,59.0,,,,,
1502,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15982/jordan-wright,Jordan Wright,,GK,https://wefut.com/club/92/25,https://static.wefut.com/assets/images/fut25/clubbadges/92.png,https://wefut.com/league/61/25,https://static.wefut.com/assets/images/fut25/leaguebadges/61.png,https://wefut.com/nation/14/25,https://static.wefut.com/assets/images/nation_flag/14.jpg,61,57,58,62,21,57,2★,1★,,,,,,,,,,,,59.0,,,,,
1503,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1919.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/14.png,,https://static.wefut.com/assets/images/nation_flag/50.jpg,59,58,57,60,57,58,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15966/lewis-thomas,Lewis Thomas,GK,https://wefut.com/club/1919/25,https://wefut.com/league/14/25,https://wefut.com/nation/50/25,3★,1★,,,59.0,,,,,
1504,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15885/walid-hasbi,Walid Hasbi,,GK,https://wefut.com/club/76/25,https://static.wefut.com/assets/images/fut25/clubbadges/76.png,https://wefut.com/league/16/25,https://static.wefut.com/assets/images/fut25/leaguebadges/16.png,https://wefut.com/nation/129/25,https://static.wefut.com/assets/images/nation_flag/129.jpg,66,58,55,62,45,53,2★,1★,,,,,,,,,,,,59.0,,,,,
1505,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/112493.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/32.png,,https://static.wefut.com/assets/images/nation_flag/27.jpg,56,57,60,64,29,59,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/19110/niccolo-chiorra,Niccolò Chiorra,GK,https://wefut.com/club/112493/25,https://wefut.com/league/32/25,https://wefut.com/nation/27/25,3★,1★,,59.0,,,,,,
1506,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/19107/ameen-bukhari,Ameen Bukhari,,GK,https://wefut.com/club/113217/25,https://static.wefut.com/assets/images/fut25/clubbadges/113217.png,https://wefut.com/league/350/25,https://static.wefut.com/assets/images/fut25/leaguebadges/350.png,https://wefut.com/nation/183/25,https://static.wefut.com/assets/images/nation_flag/183.jpg,60,55,56,58,46,57,3★,1★,,,,,,,,,,,59.0,,,,,,
1507,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/112408.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/350.png,,https://static.wefut.com/assets/images/nation_flag/183.jpg,64,56,55,62,38,54,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/19106/abdullah-al-owayshir,Abdullah Al Owayshir,GK,https://wefut.com/club/112408/25,https://wefut.com/league/350/25,https://wefut.com/nation/183/25,3★,1★,,59.0,,,,,,
1508,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16325/justin-bengui,Justin Bengui,,GK,https://wefut.com/club/66/25,https://static.wefut.com/assets/images/fut25/clubbadges/66.png,https://wefut.com/league/16/25,https://static.wefut.com/assets/images/fut25/leaguebadges/16.png,https://wefut.com/nation/18/25,https://static.wefut.com/assets/images/nation_flag/18.jpg,60,57,55,60,25,56,3★,1★,,,,,,,,,,,59.0,,,,,,
1509,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/57.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/16.png,,https://static.wefut.com/assets/images/nation_flag/18.jpg,56,57,60,62,23,61,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16318/tom-negrel,Tom Negrel,GK,https://wefut.com/club/57/25,https://wefut.com/league/16/25,https://wefut.com/nation/18/25,3★,1★,,59.0,,,,,,
1510,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16311/abdelraouf-al-duqail,Abdelraouf Al Duqail,,GK,https://wefut.com/club/113057/25,https://static.wefut.com/assets/images/fut25/clubbadges/113057.png,https://wefut.com/league/350/25,https://static.wefut.com/assets/images/fut25/leaguebadges/350.png,https://wefut.com/nation/183/25,https://static.wefut.com/assets/images/nation_flag/183.jpg,54,54,58,60,21,63,2★,1★,,,,,,,,,,,59.0,,,,,,
1511,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/15040.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/80.png,,https://static.wefut.com/assets/images/nation_flag/4.jpg,58,60,55,60,23,56,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16308/alexander-eckmayr,Alexander Eckmayr,GK,https://wefut.com/club/15040/25,https://wefut.com/league/80/25,https://wefut.com/nation/4/25,2★,1★,,59.0,,,,,,
1512,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16296/tommy-simkin,Tommy Simkin,,GK,https://wefut.com/club/1803/25,https://static.wefut.com/assets/images/fut25/clubbadges/1803.png,https://wefut.com/league/61/25,https://static.wefut.com/assets/images/fut25/leaguebadges/61.png,https://wefut.com/nation/14/25,https://static.wefut.com/assets/images/nation_flag/14.jpg,61,57,58,60,30,57,2★,1★,,,,,,,,,,,59.0,,,,,,
1513,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/10020.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/308.png,,https://static.wefut.com/assets/images/nation_flag/38.jpg,56,62,53,60,23,55,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16295/diogo-dias,Diogo Dias,GK,https://wefut.com/club/10020/25,https://wefut.com/league/308/25,https://wefut.com/nation/38/25,3★,1★,,59.0,,,,,,
1514,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16293/enzo-crombez,Enzo Crombez,,GK,https://wefut.com/club/111659/25,https://static.wefut.com/assets/images/fut25/clubbadges/111659.png,https://wefut.com/league/17/25,https://static.wefut.com/assets/images/fut25/leaguebadges/17.png,https://wefut.com/nation/18/25,https://static.wefut.com/assets/images/nation_flag/18.jpg,60,62,57,61,16,60,2★,1★,,,,,,,,,,,59.0,,,,,,
1515,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/116035.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/2218.png,,https://static.wefut.com/assets/images/nation_flag/18.jpg,64,60,62,58,42,51,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16290/alizee-flagellat,Alizée Flagellat,GK,https://wefut.com/club/116035/25,https://wefut.com/league/2218/25,https://wefut.com/nation/18/25,2★,1★,,59.0,,,,,,
1516,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16283/niccolo-chiorra,Niccolò Chiorra,,GK,https://wefut.com/club/1746/25,https://static.wefut.com/assets/images/fut25/clubbadges/1746.png,https://wefut.com/league/31/25,https://static.wefut.com/assets/images/fut25/leaguebadges/31.png,https://wefut.com/nation/27/25,https://static.wefut.com/assets/images/nation_flag/27.jpg,56,57,60,64,29,59,3★,1★,,,,,,,,,,,59.0,,,,,,
1517,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/697.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/39.png,,https://static.wefut.com/assets/images/nation_flag/51.jpg,59,58,55,60,25,56,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16258/novak-micovic,Novak Mićović,GK,https://wefut.com/club/697/25,https://wefut.com/league/39/25,https://wefut.com/nation/51/25,2★,1★,,59.0,,,,,,
1518,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16234/safia-middleton-patel,Safia Middleton-Patel,,GK,https://wefut.com/club/116012/25,https://static.wefut.com/assets/images/fut25/clubbadges/116012.png,https://wefut.com/league/2216/25,https://static.wefut.com/assets/images/fut25/leaguebadges/2216.png,https://wefut.com/nation/50/25,https://static.wefut.com/assets/images/nation_flag/50.jpg,59,59,57,59,49,58,2★,1★,,,,,,,,,,,59.0,,,,,,
1519,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1815.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/17.png,,https://static.wefut.com/assets/images/nation_flag/18.jpg,55,62,52,63,31,56,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16226/theo-borne,Théo Borne,GK,https://wefut.com/club/1815/25,https://wefut.com/league/17/25,https://wefut.com/nation/18/25,3★,1★,,59.0,,,,,,
1520,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16223/daniel-virginio-deen,Daniël Virginio Deen,,GK,https://wefut.com/club/1906/25,https://static.wefut.com/assets/images/fut25/clubbadges/1906.png,https://wefut.com/league/10/25,https://static.wefut.com/assets/images/fut25/leaguebadges/10.png,https://wefut.com/nation/34/25,https://static.wefut.com/assets/images/nation_flag/34.jpg,59,61,56,57,20,55,3★,1★,,,,,,,,,,,59.0,,,,,,
1521,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/111239.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/2076.png,,https://static.wefut.com/assets/images/nation_flag/1.jpg,64,57,54,61,29,58,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16219/simon-simoni,Simon Simoni,GK,https://wefut.com/club/111239/25,https://wefut.com/league/2076/25,https://wefut.com/nation/1/25,3★,1★,,59.0,,,,,,
1522,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16212/anne-moll,Anne Moll,,GK,https://wefut.com/club/115996/25,https://static.wefut.com/assets/images/fut25/clubbadges/115996.png,https://wefut.com/league/2215/25,https://static.wefut.com/assets/images/fut25/leaguebadges/2215.png,https://wefut.com/nation/21/25,https://static.wefut.com/assets/images/nation_flag/21.jpg,63,60,57,62,48,55,2★,1★,,,,,,,,,,,59.0,,,,,,
1523,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/110636.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/20.png,,https://static.wefut.com/assets/images/nation_flag/21.jpg,63,62,54,60,21,57,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16190/robert-kwasigroch,Robert Kwasigroch,GK,https://wefut.com/club/110636/25,https://wefut.com/league/20/25,https://wefut.com/nation/21/25,3★,1★,,59.0,,,,,,
1524,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16189/martin-delavallee,Martin Delavallée,,GK,https://wefut.com/club/670/25,https://static.wefut.com/assets/images/fut25/clubbadges/670.png,https://wefut.com/league/4/25,https://static.wefut.com/assets/images/fut25/leaguebadges/4.png,https://wefut.com/nation/7/25,https://static.wefut.com/assets/images/nation_flag/7.jpg,60,56,62,59,46,59,2★,1★,,,,,,,,,,,59.0,,,,,,
1525,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1908.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/10.png,,https://static.wefut.com/assets/images/nation_flag/34.jpg,58,60,55,60,19,56,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16184/sam-karssies,Sam Karssies,GK,https://wefut.com/club/1908/25,https://wefut.com/league/10/25,https://wefut.com/nation/34/25,3★,1★,,59.0,,,,,,
1526,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16183/min-seong-jun,Min Seong Jun,,GK,https://wefut.com/club/110765/25,https://static.wefut.com/assets/images/fut25/clubbadges/110765.png,https://wefut.com/league/83/25,https://static.wefut.com/assets/images/fut25/leaguebadges/83.png,https://wefut.com/nation/167/25,https://static.wefut.com/assets/images/nation_flag/167.jpg,64,57,54,61,33,56,3★,1★,,,,,,,,,,,59.0,,,,,,
1527,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/209.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/80.png,,https://static.wefut.com/assets/images/nation_flag/4.jpg,61,58,54,61,44,55,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16179/matteo-bignetti,Matteo Bignetti,GK,https://wefut.com/club/209/25,https://wefut.com/league/80/25,https://wefut.com/nation/4/25,3★,1★,,59.0,,,,,,
1528,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16166/frank-feller,Frank Feller,,GK,https://wefut.com/club/111235/25,https://static.wefut.com/assets/images/fut25/clubbadges/111235.png,https://wefut.com/league/19/25,https://static.wefut.com/assets/images/fut25/leaguebadges/19.png,https://wefut.com/nation/21/25,https://static.wefut.com/assets/images/nation_flag/21.jpg,61,60,63,60,30,62,3★,1★,,,,,,,,,,,59.0,,,,,,
1529,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/112965.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/353.png,,https://static.wefut.com/assets/images/nation_flag/52.jpg,63,58,51,61,28,54,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16158/lautaro-bursich,Lautaro Bursich,GK,https://wefut.com/club/112965/25,https://wefut.com/league/353/25,https://wefut.com/nation/52/25,3★,1★,,59.0,,,,,,
1530,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16157/rijk-janse,Rijk Janse,,GK,https://wefut.com/club/1910/25,https://static.wefut.com/assets/images/fut25/clubbadges/1910.png,https://wefut.com/league/10/25,https://static.wefut.com/assets/images/fut25/leaguebadges/10.png,https://wefut.com/nation/34/25,https://static.wefut.com/assets/images/nation_flag/34.jpg,60,55,56,58,26,58,3★,1★,,,,,,,,,,,59.0,,,,,,
1531,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1905.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/10.png,,https://static.wefut.com/assets/images/nation_flag/34.jpg,59,57,64,61,32,64,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16156/joey-kesting,Joey Kesting,GK,https://wefut.com/club/1905/25,https://wefut.com/league/10/25,https://wefut.com/nation/34/25,3★,1★,,59.0,,,,,,
1532,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16151/camilo-romero,Camilo Romero,,GK,https://wefut.com/club/101105/25,https://static.wefut.com/assets/images/fut25/clubbadges/101105.png,https://wefut.com/league/1003/25,https://static.wefut.com/assets/images/fut25/leaguebadges/1003.png,https://wefut.com/nation/56/25,https://static.wefut.com/assets/images/nation_flag/56.jpg,60,58,55,60,42,58,2★,1★,,,,,,,,,,,59.0,,,,,,
1533,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/94.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/13.png,,https://static.wefut.com/assets/images/nation_flag/42.jpg,58,61,58,60,27,57,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16147/cieran-slicker,Cieran Slicker,GK,https://wefut.com/club/94/25,https://wefut.com/league/13/25,https://wefut.com/nation/42/25,2★,1★,,59.0,,,,,,
1534,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16140/matthieu-rongier,Matthieu Rongier,,GK,https://wefut.com/club/1816/25,https://static.wefut.com/assets/images/fut25/clubbadges/1816.png,https://wefut.com/league/17/25,https://static.wefut.com/assets/images/fut25/leaguebadges/17.png,https://wefut.com/nation/18/25,https://static.wefut.com/assets/images/nation_flag/18.jpg,60,62,59,59,29,56,3★,1★,,,,,,,,,,,59.0,,,,,,
1535,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/15040.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/80.png,,https://static.wefut.com/assets/images/nation_flag/4.jpg,62,57,56,61,24,57,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16124/paul-schermer,Paul Schermer,GK,https://wefut.com/club/15040/25,https://wefut.com/league/80/25,https://wefut.com/nation/4/25,2★,1★,,59.0,,,,,,
1536,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16122/paul-tschernuth,Paul Tschernuth,,GK,https://wefut.com/club/111235/25,https://static.wefut.com/assets/images/fut25/clubbadges/111235.png,https://wefut.com/league/19/25,https://static.wefut.com/assets/images/fut25/leaguebadges/19.png,https://wefut.com/nation/4/25,https://static.wefut.com/assets/images/nation_flag/4.jpg,60,61,60,60,18,58,2★,1★,,,,,,,,,,,59.0,,,,,,
1537,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/131447.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/17.png,,https://static.wefut.com/assets/images/nation_flag/18.jpg,60,62,60,59,27,58,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16118/tidiane-malbec,Tidiane Malbec,GK,https://wefut.com/club/131447/25,https://wefut.com/league/17/25,https://wefut.com/nation/18/25,2★,1★,,59.0,,,,,,
1538,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16093/idar-lysgard,Idar Lysgård,,GK,https://wefut.com/club/131491/25,https://static.wefut.com/assets/images/fut25/clubbadges/131491.png,https://wefut.com/league/41/25,https://static.wefut.com/assets/images/fut25/leaguebadges/41.png,https://wefut.com/nation/36/25,https://static.wefut.com/assets/images/nation_flag/36.jpg,61,60,57,58,29,57,3★,1★,,,,,,,,,,,59.0,,,,,,
1539,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/101026.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/68.png,,https://static.wefut.com/assets/images/nation_flag/48.jpg,62,55,60,62,47,53,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16092/ekrem-kilicarslan,Ekrem Kılıçarslan,GK,https://wefut.com/club/101026/25,https://wefut.com/league/68/25,https://wefut.com/nation/48/25,2★,1★,,59.0,,,,,,
1540,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16086/soren-ahlers,Sören Ahlers,,GK,https://wefut.com/club/110329/25,https://static.wefut.com/assets/images/fut25/clubbadges/110329.png,https://wefut.com/league/19/25,https://static.wefut.com/assets/images/fut25/leaguebadges/19.png,https://wefut.com/nation/21/25,https://static.wefut.com/assets/images/nation_flag/21.jpg,60,58,61,62,25,60,2★,1★,,,,,,,,,,,59.0,,,,,,
1541,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/113300.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/2149.png,,https://static.wefut.com/assets/images/nation_flag/159.jpg,62,58,56,61,28,57,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16084/phurba-lachenpa,Phurba Lachenpa,GK,https://wefut.com/club/113300/25,https://wefut.com/league/2149/25,https://wefut.com/nation/159/25,1★,1★,,59.0,,,,,,
1542,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16080/chituru-odunze,Chituru Odunze,,GK,https://wefut.com/club/114640/25,https://static.wefut.com/assets/images/fut25/clubbadges/114640.png,https://wefut.com/league/39/25,https://static.wefut.com/assets/images/fut25/leaguebadges/39.png,https://wefut.com/nation/95/25,https://static.wefut.com/assets/images/nation_flag/95.jpg,59,58,55,60,26,57,2★,1★,,,,,,,,,,,59.0,,,,,,
1543,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/278.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/63.png,,https://static.wefut.com/assets/images/nation_flag/22.jpg,62,58,55,62,24,56,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16078/georgios-theocharis,Georgios Theocharis,GK,https://wefut.com/club/278/25,https://wefut.com/league/63/25,https://wefut.com/nation/22/25,3★,1★,,59.0,,,,,,
1544,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16075/mihai-esanu,Mihai Eșanu,,GK,https://wefut.com/club/110078/25,https://static.wefut.com/assets/images/fut25/clubbadges/110078.png,https://wefut.com/league/330/25,https://static.wefut.com/assets/images/fut25/leaguebadges/330.png,https://wefut.com/nation/39/25,https://static.wefut.com/assets/images/nation_flag/39.jpg,61,53,60,65,27,55,2★,1★,,,,,,,,,,,59.0,,,,,,
1545,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1013.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/1003.png,,https://static.wefut.com/assets/images/nation_flag/52.jpg,59,59,53,60,38,57,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16065/lautaro-lopez-kaleniuk,Lautaro López Kaleniuk,GK,https://wefut.com/club/1013/25,https://wefut.com/league/1003/25,https://wefut.com/nation/52/25,2★,1★,,59.0,,,,,,
1546,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16063/moritz-schulze,Moritz Schulze,,GK,https://wefut.com/club/165/25,https://static.wefut.com/assets/images/fut25/clubbadges/165.png,https://wefut.com/league/20/25,https://static.wefut.com/assets/images/fut25/leaguebadges/20.png,https://wefut.com/nation/21/25,https://static.wefut.com/assets/images/nation_flag/21.jpg,58,56,56,63,43,56,3★,1★,,,,,,,,,,,59.0,,,,,,
1547,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/3.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/14.png,,https://static.wefut.com/assets/images/nation_flag/14.jpg,57,60,55,64,29,54,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16039/joe-hilton,Joe Hilton,GK,https://wefut.com/club/3/25,https://wefut.com/league/14/25,https://wefut.com/nation/14/25,3★,1★,,59.0,,,,,,
1548,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16030/tim-kips,Tim Kips,,GK,https://wefut.com/club/506/25,https://static.wefut.com/assets/images/fut25/clubbadges/506.png,https://wefut.com/league/2076/25,https://static.wefut.com/assets/images/fut25/leaguebadges/2076.png,https://wefut.com/nation/31/25,https://static.wefut.com/assets/images/nation_flag/31.jpg,58,61,59,60,24,61,2★,1★,,,,,,,,,,,59.0,,,,,,
1549,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/113300.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/2149.png,,https://static.wefut.com/assets/images/nation_flag/159.jpg,59,58,56,60,39,58,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16028/tp-rehenesh,TP Rehenesh,GK,https://wefut.com/club/113300/25,https://wefut.com/league/2149/25,https://wefut.com/nation/159/25,2★,1★,,59.0,,,,,,
1550,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/16011/aidan-stone,Aidan Stone,,GK,https://wefut.com/club/1937/25,https://static.wefut.com/assets/images/fut25/clubbadges/1937.png,https://wefut.com/league/61/25,https://static.wefut.com/assets/images/fut25/leaguebadges/61.png,https://wefut.com/nation/14/25,https://static.wefut.com/assets/images/nation_flag/14.jpg,60,58,58,58,48,59,4★,1★,,,,,,,,,,,59.0,,,,,,
1551,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/697.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/39.png,,https://static.wefut.com/assets/images/nation_flag/95.jpg,64,59,60,59,32,59,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15998/brady-scott,Brady Scott,GK,https://wefut.com/club/697/25,https://wefut.com/league/39/25,https://wefut.com/nation/95/25,2★,1★,,59.0,,,,,,
1552,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15987/vedat-karakus,Vedat Karakuş,,GK,https://wefut.com/club/101016/25,https://static.wefut.com/assets/images/fut25/clubbadges/101016.png,https://wefut.com/league/68/25,https://static.wefut.com/assets/images/fut25/leaguebadges/68.png,https://wefut.com/nation/48/25,https://static.wefut.com/assets/images/nation_flag/48.jpg,63,58,53,65,28,53,2★,1★,,,,,,,,,,,59.0,,,,,,
1553,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/131488.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/2012.png,,https://static.wefut.com/assets/images/nation_flag/155.jpg,61,56,63,57,49,57,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15985/yeerjieti-yeerzati,Yeerjieti Yeerzati,GK,https://wefut.com/club/131488/25,https://wefut.com/league/2012/25,https://wefut.com/nation/155/25,2★,1★,,59.0,,,,,,
1554,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15984/raphael-adiceam,Raphaël Adicéam,,GK,https://wefut.com/club/57/25,https://static.wefut.com/assets/images/fut25/clubbadges/57.png,https://wefut.com/league/16/25,https://static.wefut.com/assets/images/fut25/leaguebadges/16.png,https://wefut.com/nation/18/25,https://static.wefut.com/assets/images/nation_flag/18.jpg,62,60,57,58,21,60,3★,1★,,,,,,,,,,,59.0,,,,,,
1555,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/111724.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/2012.png,,https://static.wefut.com/assets/images/nation_flag/155.jpg,60,54,53,62,55,54,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15981/liu-shibo,Liu Shibo,GK,https://wefut.com/club/111724/25,https://wefut.com/league/2012/25,https://wefut.com/nation/155/25,2★,1★,,59.0,,,,,,
1556,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15974/stefan-hagerup,Stefan Hagerup,,GK,https://wefut.com/club/299/25,https://static.wefut.com/assets/images/fut25/clubbadges/299.png,https://wefut.com/league/41/25,https://static.wefut.com/assets/images/fut25/leaguebadges/41.png,https://wefut.com/nation/36/25,https://static.wefut.com/assets/images/nation_flag/36.jpg,59,59,56,58,29,60,1★,1★,,,,,,,,,,,59.0,,,,,,
1557,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/112139.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/350.png,,https://static.wefut.com/assets/images/nation_flag/183.jpg,60,55,56,58,46,57,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15972/ameen-bukhari,Ameen Bukhari,GK,https://wefut.com/club/112139/25,https://wefut.com/league/350/25,https://wefut.com/nation/183/25,3★,1★,,59.0,,,,,,
